#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ラヴァＸフォールド,0,1,9,0,10,99,98,145,2,-3,0,0,1,盾持,3,回復速度,3,気配,-2,燃鱗,3,,,溶岩竜の特上ビレ,2,溶岩竜の厚鱗,2,真紅蓮石,3,,
ラヴァＸコート,0,2,9,0,10,99,54,94,3,-2,1,1,2,盾持,3,回復速度,3,気配,-2,燃鱗,3,,,溶岩竜の特上ビレ,2,溶岩竜の厚鱗,2,真紅蓮石,3,,
アーティアＸコイル,0,1,9,2,10,99,92,141,0,-3,-3,2,3,匠,2,研ぎ師,-3,気力回復,3,,,,,歪んだ破片,5,真紅蓮石,3,太古の破片,4,エルトライト鉱石,10
アーティアＸコート,0,2,9,2,10,99,50,91,1,-2,-2,3,4,装填速度,-3,装填数,2,精密射撃,3,,,,,歪んだ破片,5,真紅蓮石,3,太古の破片,4,エルトライト鉱石,10
ホークＸコイル,1,1,9,2,11,99,106,148,2,-1,1,0,2,採取,4,狩人,4,指揮,1,腹減り,-3,,,旅団チケットＧ,1,ニャンターの証,2,落陽草の花,5,星石の結晶,2
ホークＸコート,1,2,9,2,11,99,60,96,3,0,2,1,3,採取,4,狩人,4,指揮,1,腹減り,-3,,,旅団チケットＧ,1,ニャンターの証,2,落陽草の花,5,星石の結晶,2
エコールＸスカート,2,1,9,2,11,99,106,148,2,-1,1,0,2,採取,4,狩人,4,指揮,1,腹減り,-3,,,旅団チケットＧ,1,ニャンターの証,2,落陽草の花,5,星石の結晶,2
エコールＸフリル,2,2,9,2,11,99,60,96,3,0,2,1,3,採取,4,狩人,4,指揮,1,腹減り,-3,,,旅団チケットＧ,1,ニャンターの証,2,落陽草の花,5,星石の結晶,2
エースフォールド,1,1,9,1,10,99,92,141,3,0,0,0,2,潔癖,1,斬れ味,2,裂傷,-3,,,,,筆頭チケット,1,雷狼竜の逆鱗,1,真珠色の艶皮,2,古龍の血,2
エースコート,1,2,9,1,10,99,50,91,4,1,1,1,3,潔癖,1,速射,2,裂傷,-3,,,,,筆頭チケット,1,雷狼竜の逆鱗,1,真珠色の艶皮,2,古龍の血,2
クイーンフォールド,2,1,9,1,10,99,92,141,3,0,0,0,2,潔癖,1,斬れ味,2,裂傷,-3,,,,,筆頭チケット,1,雷狼竜の逆鱗,1,真珠色の艶皮,2,古龍の血,2
クイーンコート,2,2,9,1,10,99,50,91,4,1,1,1,3,潔癖,1,速射,2,裂傷,-3,,,,,筆頭チケット,1,雷狼竜の逆鱗,1,真珠色の艶皮,2,古龍の血,2
ガーディアンＺコイル,1,1,9,1,10,99,96,143,0,0,0,0,0,底力,-1,高速設置,2,乗り,3,節食,2,,,メランジェ鉱石,3,タツジンコインＧ,3,飛竜のコインＧ,5,,
ガーディアンＺコート,1,2,9,1,10,99,53,93,1,1,1,1,1,底力,-1,高速設置,2,乗り,3,節食,2,,,メランジェ鉱石,3,タツジンコインＧ,3,飛竜のコインＧ,5,,
ヘルパーＺスカート,2,1,9,1,10,99,96,143,0,0,0,0,0,底力,-1,高速設置,2,乗り,3,節食,2,,,メランジェ鉱石,3,タツジンコインＧ,3,飛竜のコインＧ,5,,
ヒーラーＺフリル,2,2,9,1,10,99,53,93,1,1,1,1,1,底力,-1,高速設置,2,乗り,3,節食,2,,,メランジェ鉱石,3,タツジンコインＧ,3,飛竜のコインＧ,5,,
Ｇ・ナイトＸコイル,1,1,9,2,12,99,110,150,0,0,0,0,0,居合,2,匠,3,剥ぎ取り,3,広域,2,気配,-2,コスモライト鉱石,5,デンセツコインＧ,3,獣竜のコインＧ,5,,
Ｇ・ナイトＸスカート,1,2,9,2,12,99,64,97,1,1,1,1,1,剛撃,2,剥ぎ取り,3,装填数,3,広域,2,気配,-2,コスモライト鉱石,5,デンセツコインＧ,3,獣竜のコインＧ,5,,
メイドＸスカート,2,1,9,2,12,99,110,150,0,0,0,0,0,居合,2,匠,3,剥ぎ取り,3,広域,2,気配,-2,コスモライト鉱石,5,デンセツコインＧ,3,獣竜のコインＧ,5,,
プライベートＸフリル,2,2,9,2,12,99,64,97,1,1,1,1,1,剛撃,2,剥ぎ取り,3,装填数,3,広域,2,気配,-2,コスモライト鉱石,5,デンセツコインＧ,3,獣竜のコインＧ,5,,
アークＸフォールド,1,1,10,2,11,99,109,151,-4,4,0,3,-6,潔癖,2,匠,2,本気,2,火耐性,-3,狂撃耐性,2,天廻龍の光虹翼,2,天廻龍の重殻,5,天廻龍の光玉,1,天廻龍の靭尾,1
アークＸコート,1,2,10,2,11,99,63,98,-3,5,1,4,-5,潔癖,2,本気,2,装填数,2,火耐性,-3,狂撃耐性,2,天廻龍の光虹翼,2,天廻龍の重殻,5,天廻龍の光玉,1,天廻龍の靭尾,1
フィリアＸフォールド,2,1,10,2,11,99,109,151,-4,4,0,3,-6,潔癖,2,匠,2,本気,2,火耐性,-3,狂撃耐性,2,天廻龍の光虹翼,2,天廻龍の重殻,5,天廻龍の光玉,1,天廻龍の靭尾,1
フィリアＸコート,2,2,10,2,11,99,63,98,-3,5,1,4,-5,潔癖,2,本気,2,装填数,2,火耐性,-3,狂撃耐性,2,天廻龍の光虹翼,2,天廻龍の重殻,5,天廻龍の光玉,1,天廻龍の靭尾,1
斉天ノ帯・真,0,1,10,2,11,99,106,148,2,1,3,-6,2,匠,3,本気,3,闘魂,3,スタミナ,-1,雷属性攻撃,2,金獅子の剛角,1,金獅子の黒荒毛,4,鋭利な爪,3,雌火竜の紅玉,1
仙師ノ帯・真,0,2,10,2,11,99,60,96,3,2,4,-5,3,本気,5,闘魂,4,スタミナ,-2,雷属性攻撃,2,,,金獅子の剛角,1,金獅子の黒荒毛,4,鋭利な爪,3,雌火竜の紅玉,1
怒天ノ帯・真,0,1,10,2,11,99,108,150,2,1,4,-7,2,刀匠,3,本気,2,闘魂,2,スタミナ,-2,属性攻撃,1,羅刹の金剛角,1,金獅子の怒髪天,1,金獅子の剛爪,3,ラージャンハート,1
心滅ノ帯・真,0,2,10,2,11,99,62,98,3,2,5,-6,3,射手,3,本気,2,闘魂,2,スタミナ,-2,属性攻撃,1,羅刹の金剛角,1,金獅子の怒髪天,1,金獅子の剛爪,3,ラージャンハート,1
クシャナＸアンダ,0,1,10,3,11,99,109,151,-2,2,-5,5,-6,匠,2,回避性能,3,溜め短縮,2,毒,-2,,,鋼龍の重殻,4,鋼龍の剛爪,2,鋼龍の剛翼,2,真紅蓮石,1
クシャナＸアドミ,0,2,10,3,11,99,63,98,-1,3,-4,6,-5,回避性能,2,溜め短縮,2,装填数,2,毒,-2,,,鋼龍の重殻,4,鋼龍の剛爪,2,鋼龍の剛翼,2,真紅蓮石,1
クジュラアンダ,0,1,10,3,12,99,116,152,3,-6,2,6,-5,回避距離,2,無傷,2,体術,3,毒,-3,,,錆鋼の龍殻,4,錆鋼の龍爪,2,暴風の破翼,2,真紅蓮石,1
クジュラアドミ,0,2,10,3,12,99,69,98,4,-5,3,7,-4,回避距離,2,無傷,2,体術,3,毒,-3,,,錆鋼の龍殻,4,錆鋼の龍爪,2,暴風の破翼,2,真紅蓮石,1
カイザーＸフォールド,0,1,10,3,11,99,109,151,4,-6,1,-2,-2,剣術,3,匠,2,攻撃,4,耐寒,-2,,,獄炎の厚龍鱗,4,炎王龍のたてがみ,4,真紅蓮石,2,古龍の血,5
カイザーＸコート,0,2,10,3,11,99,63,98,5,-5,2,-1,-1,細菌学,1,装填速度,4,攻撃,4,耐寒,-2,,,獄炎の厚龍鱗,4,炎王龍のたてがみ,4,真紅蓮石,2,古龍の血,5
ミヅハ真【丸帯】,0,1,10,3,11,99,109,151,-4,3,0,4,-1,特殊攻撃,5,耐暑,-3,特殊会心,4,,,,,霞龍の特上皮,4,霞龍の靭尾,1,太古龍骨,3,特撰アルビノ,1
トヨタマ真【丸帯】,0,2,10,3,11,99,63,98,-3,4,1,5,0,特殊攻撃,5,耐暑,-3,特殊会心,4,,,,,霞龍の特上皮,4,霞龍の靭尾,1,太古龍骨,3,特撰アルビノ,1
残陽・真【腰当て】,1,1,10,2,11,99,107,149,3,2,-4,3,-4,抜刀会心,2,不動,2,達人,1,砲術,4,底力,-3,豪山龍の重腕甲,4,豪山龍の重岩殻,6,豪山龍の重紅鱗,5,メランジェ鉱石,2
東雲・真【腰当て】,1,2,10,1,11,99,61,97,4,3,-3,4,-3,装填速度,-3,速射,2,不動,2,達人,1,貫通弾強化,5,豪山龍の重腕甲,4,豪山龍の重岩殻,6,豪山龍の重紅鱗,5,メランジェ鉱石,2
常磐・真【腰当て】,2,1,10,2,11,99,107,149,3,2,-4,3,-4,抜刀会心,2,不動,2,達人,1,砲術,4,底力,-3,豪山龍の重腕甲,4,豪山龍の重岩殻,6,豪山龍の重紅鱗,5,メランジェ鉱石,2
八千代・真【腰当て】,2,2,10,1,11,99,61,97,4,3,-3,4,-3,装填速度,-3,速射,2,不動,2,達人,1,貫通弾強化,5,豪山龍の重腕甲,4,豪山龍の重岩殻,6,豪山龍の重紅鱗,5,メランジェ鉱石,2
ゴグフォールド,0,1,10,2,12,99,110,152,-4,3,0,3,-7,達人,4,砲術,3,研ぎ師,-3,秘伝,2,,,巨戟龍の筋繊翼,2,巨戟龍の城殻,5,千刃竜の反逆鱗,1,巨戟龍の荊棘尾,1
マゴグコート,0,2,10,2,12,99,64,98,-3,4,1,4,-6,装填速度,-3,通常弾強化,3,射法,3,秘伝,2,,,巨戟龍の筋繊翼,2,巨戟龍の城殻,5,千刃竜の反逆鱗,1,巨戟龍の荊棘尾,1
リベリオンＺコイル,0,1,10,1,12,99,112,152,3,3,-2,-2,-3,状態耐性,2,属性解放,4,達人,-3,,,,,蛇帝龍の厚鋼皮,5,蛇帝龍の厚尾鱗,4,蛇帝龍の剛鉤爪,2,凶星の破片,6
ライオットＺコート,0,2,10,1,12,99,65,98,4,4,-1,-1,-2,状態耐性,1,速射,4,達人,-3,,,,,蛇帝龍の厚鋼皮,5,蛇帝龍の厚尾鱗,4,蛇帝龍の剛鉤爪,2,凶星の破片,6
アカムトＸイッケク,0,1,10,2,12,99,110,150,4,0,-3,2,-5,剣術,1,匠,2,達人,2,聴覚保護,1,斬れ味,-2,覇竜の重殻,5,覇竜の極大牙,3,覇竜の重尾,1,雌火竜の天鱗,1
アカムトＸイッケタリ,0,2,10,2,12,99,64,97,5,1,-2,3,-4,装填速度,-2,達人,2,聴覚保護,1,装填数,2,射法,1,覇竜の重殻,5,覇竜の極大牙,3,覇竜の重尾,1,雌火竜の天鱗,1
ウカムルＸイッケク,0,1,10,2,11,99,106,148,-5,0,-3,4,-2,剣術,1,匠,3,痛撃,1,加護,-3,耐震,2,崩竜の重殻,6,崩竜の剛穿爪,3,崩天玉,1,鋼龍の剛翼,2
ウカムルＸイッケタリ,0,2,10,2,11,99,60,96,-4,1,-2,5,-1,装填速度,5,痛撃,1,装填数,3,加護,-3,,,崩竜の重殻,6,崩竜の剛穿爪,3,崩天玉,1,鋼龍の剛翼,2
グリードＺフォールド,0,1,10,0,11,99,108,150,-1,-1,-3,-1,-1,胴系統倍加,1,,,,,,,,,血戦の漆黒皮,4,恐暴竜の重牙,2,恐暴竜の重尾,2,太古龍骨,2
グリードＺコート,0,2,10,0,11,99,62,98,0,0,-2,0,0,胴系統倍加,1,,,,,,,,,血戦の漆黒皮,4,恐暴竜の重牙,2,恐暴竜の重尾,2,太古龍骨,2
エクスゼロＺコイル,0,1,10,3,12,99,116,152,3,-5,2,-3,1,攻撃,4,聴覚保護,3,研ぎ師,-2,食事,2,,,大轟竜の重殻,6,大轟竜の厚鱗,5,轟竜のアギト,2,大竜玉,1
エクスゼロＺコート,0,2,10,3,12,99,69,98,4,-4,3,-2,2,反動,-2,攻撃,4,聴覚保護,3,食事,2,,,大轟竜の重殻,6,大轟竜の厚鱗,5,轟竜のアギト,2,大竜玉,1
ブラキウムフォールド,0,1,10,1,12,99,116,152,4,-3,0,-3,0,闘魂,4,底力,4,乗り,-3,剛腕,2,,,砕竜の撃滅拳,2,砕竜の重殻,4,砕竜の靭尾,1,不滅の炉心殻,1
ブラキウムコート,0,2,10,1,12,99,69,98,5,-2,1,-2,1,闘魂,4,底力,4,乗り,-3,剛腕,2,,,砕竜の撃滅拳,2,砕竜の重殻,4,砕竜の靭尾,1,不滅の炉心殻,1
ラーススパイン,0,1,10,0,12,99,120,156,2,-1,1,-3,-4,怒,2,攻撃,4,防御,-3,斬術,3,,,黒龍の紅焔殻,3,黒龍の紅焔鱗,2,黒龍の紅焔翼,1,崩天玉,1
ラーススケイル,0,2,10,0,12,99,72,101,3,0,2,-2,-5,怒,2,攻撃,4,防御,-3,裏稼業,3,,,黒龍の紅焔殻,3,黒龍の紅焔鱗,2,黒龍の紅焔翼,1,崩天玉,1
キリンＸフープ,0,1,10,2,11,99,98,145,-3,-3,5,-1,3,潔癖,2,属性解放,2,属性耐性,3,運気,-3,属性攻撃,2,キリンの特上皮,5,キリンの上皮,3,キリンの剛蒼角,2,雷電袋,3
キリンＸショルト,0,2,10,2,11,99,54,94,-2,-2,6,0,4,潔癖,2,属性解放,2,属性耐性,2,運気,-3,属性攻撃,2,キリンの特上皮,5,キリンの上皮,3,キリンの剛蒼角,2,雷電袋,3
キリンＺフープ,0,1,10,1,11,99,99,146,-3,-3,-1,6,3,回避術,2,属性耐性,2,運気,-3,氷属性攻撃,3,属性攻撃,3,キリンの靭霜尾,2,キリンの剛氷角,2,キリンの特上皮,8,瞬間凍結袋,3
キリンＺショルト,0,2,10,1,11,99,55,95,-2,-2,0,7,4,回避術,2,属性耐性,2,運気,-3,氷属性攻撃,3,属性攻撃,3,キリンの靭霜尾,2,キリンの剛氷角,2,キリンの特上皮,8,瞬間凍結袋,3
夜叉・真【腰巻】,0,1,10,1,11,99,110,152,2,2,0,-2,-2,剣術,2,属性耐性,2,底力,-2,根性,3,加護,3,太古の龍苔,2,浮岳龍のヒレ,2,大竜玉,1,,
修羅・真【腰巻】,0,2,10,1,11,99,64,99,3,4,2,-1,-1,属性耐性,2,底力,-2,根性,3,装填数,2,加護,3,太古の龍苔,2,浮岳龍のヒレ,2,大竜玉,1,,
大和・真【腰当て】,1,1,10,2,11,99,108,150,3,1,0,-4,-4,居合,2,達人,2,底力,-2,溜め短縮,2,,,峯山龍の重腕甲,1,峯山龍の重岩殻,4,鎧竜の重頭殻,3,,
陸奥・真【腰当て】,1,2,10,2,11,99,62,98,4,2,1,-3,-3,剛撃,2,装填速度,-2,反動,3,貫通弾強化,1,,,峯山龍の重腕甲,1,峯山龍の重岩殻,4,鎧竜の重頭殻,3,,
日向・真【腰当て】,2,1,10,2,11,99,108,150,3,1,0,-4,-4,居合,2,達人,2,底力,-2,溜め短縮,2,,,峯山龍の重腕甲,1,峯山龍の重岩殻,4,鎧竜の重頭殻,3,,
天城・真【腰当て】,2,2,10,2,11,99,62,98,4,2,1,-3,-3,剛撃,2,装填速度,-2,反動,3,貫通弾強化,1,,,峯山龍の重腕甲,1,峯山龍の重岩殻,4,鎧竜の重頭殻,3,,
エンプレスＸコイル,0,1,10,2,11,99,110,152,4,-2,1,-6,-2,達人,2,ガード性能,2,耐寒,-2,特殊会心,3,職工,2,炎妃龍の重殻,2,炎妃龍の尻尾,1,蒼火竜の厚鱗,4,メランジェ鉱石,4
エンプレスＸコート,0,2,10,2,11,99,64,99,5,-1,2,-5,-1,達人,2,ガード強化,2,耐寒,-2,特殊会心,3,職工,2,炎妃龍の重殻,2,炎妃龍の尻尾,1,蒼火竜の厚鱗,4,メランジェ鉱石,4
ヘリオスＸコイル,1,1,10,1,11,99,108,150,0,3,-2,1,-5,聴覚保護,3,スタミナ,5,重撃,3,水属性攻撃,1,加護,-2,大海龍の鱗,2,深淵の龍玉,1,火竜の靭尾,1,,
ヘリオスＸコート,1,2,10,1,11,99,62,98,1,4,-1,2,-4,聴覚保護,3,スタミナ,5,重撃,3,水属性攻撃,1,加護,-2,大海龍の鱗,2,深淵の龍玉,1,火竜の靭尾,1,,
セレネＸコイル,2,1,10,1,11,99,108,150,0,3,-2,1,-5,聴覚保護,3,スタミナ,5,重撃,3,水属性攻撃,1,加護,-2,大海龍の鱗,2,深淵の龍玉,1,火竜の靭尾,1,,
セレネＸコート,2,2,10,1,11,99,62,98,1,4,-1,2,-4,聴覚保護,3,スタミナ,5,重撃,3,水属性攻撃,1,加護,-2,大海龍の鱗,2,深淵の龍玉,1,火竜の靭尾,1,,
EX暁丸【腰当て】,1,1,10,3,12,99,116,152,-2,2,0,2,-4,スタミナ,-1,重撃,1,加護,2,斬術,2,,,老山龍の重殻,5,老山龍の厚鱗,2,大轟竜の厚鱗,6,,
EX曙丸【腰当て】,1,2,10,3,12,99,69,98,-1,3,1,3,-3,スタミナ,-1,重撃,1,加護,2,裏稼業,2,,,老山龍の重殻,5,老山龍の厚鱗,2,大轟竜の厚鱗,6,,
EX凛【腰当て】,2,1,10,3,12,99,116,152,-2,2,0,2,-4,スタミナ,-1,重撃,1,加護,2,斬術,2,,,老山龍の重殻,5,老山龍の厚鱗,2,大轟竜の厚鱗,6,,
EX艶【腰当て】,2,2,10,3,12,99,69,98,-1,3,1,3,-3,スタミナ,-1,重撃,1,加護,2,裏稼業,2,,,老山龍の重殻,5,老山龍の厚鱗,2,大轟竜の厚鱗,6,,
荒天【帯】,0,1,10,3,12,99,112,152,-3,4,0,0,-5,匠,1,本気,3,水属性攻撃,2,食事,-2,,,嵐龍の飛膜,2,嵐龍の堅殻,4,崩竜の厚腹鱗,4,崩天玉,1
蒼天【帯】,0,2,10,3,12,99,65,98,-2,5,0,0,-4,本気,3,装填数,1,水属性攻撃,2,食事,-2,,,嵐龍の飛膜,2,嵐龍の堅殻,4,崩竜の厚腹鱗,4,崩天玉,1
ミラアルマスパイン,0,1,10,1,12,99,116,152,4,0,-3,1,-7,本気,4,不動,2,攻撃,3,スタミナ,-3,,,煉黒龍の黒鱗,5,煉黒龍の灼熱核,2,古龍の血,3,大竜玉,2
ミラアルマスケイル,0,2,10,1,12,99,69,98,5,1,-2,2,-6,本気,4,不動,2,攻撃,4,スタミナ,-3,,,煉黒龍の黒鱗,5,煉黒龍の灼熱核,2,古龍の血,3,大竜玉,2
EXエスカドラマイト,0,1,10,3,12,99,112,152,3,-2,-3,-3,-2,属性耐性,3,回避距離,3,気絶,-3,秘伝,1,,,煌黒龍の天鱗,4,煌黒龍の凶爪,3,覇導玉,1,星石の結晶,3
EXエスカドラフォルス,0,2,10,3,12,99,65,98,4,-1,-2,-2,-1,属性耐性,3,回避距離,3,気絶,-3,射法,1,,,煌黒龍の天鱗,4,煌黒龍の凶爪,3,覇導玉,1,星石の結晶,3
スターナイトコイル,0,1,10,1,11,99,100,151,1,1,1,1,1,匠,2,闘魂,4,乗り,3,斬術,2,,,スタジオＳパス,1,大長老チケットＳ,3,雷狼竜の重殻,5,千刃竜の斬刃鱗,5
スターナイトコート,0,2,10,1,11,99,55,97,2,2,2,2,2,闘魂,3,無傷,3,装填数,2,乗り,4,,,スタジオＳパス,1,大長老チケットＳ,3,雷狼竜の重殻,5,千刃竜の斬刃鱗,5
反逆王Ｊコイル,0,1,10,3,11,99,100,151,-4,-4,-4,-4,-4,強欲,1,剥ぎ取り,4,回復量,-3,秘伝,3,,,反逆Ｊチケット,1,獄炎の厚龍鱗,3,炎王龍の重殻,3,炎龍の塵粉,4
反逆王Ｊスカート,0,2,10,3,11,99,55,97,-3,-3,-3,-3,-3,強欲,1,剥ぎ取り,3,回復量,-3,射法,2,,,反逆Ｊチケット,1,獄炎の厚龍鱗,3,炎王龍の重殻,3,炎龍の塵粉,4
王者のベルト,0,1,10,3,11,99,88,152,-2,-2,-2,-2,4,重撃,3,属性攻撃,-2,体術,2,剛腕,2,,,刃牙道の証,1,黄金の煌毛,1,金獅子の重牙,4,大長老チケットＳ,2
強者のベルト,0,2,10,3,11,99,47,100,-1,-1,-1,-1,5,重撃,3,属性攻撃,-2,体術,2,剛腕,2,,,刃牙道の証,1,黄金の煌毛,1,金獅子の重牙,4,大長老チケットＳ,2
Ｇ・ルナＺコイル,0,1,10,3,11,99,108,150,2,-4,-7,0,4,運気,3,重撃,2,雷耐性,-2,加護,1,,,金火竜の厚鱗,5,金火竜の重殻,3,煌炎の雫,3,真紅蓮石,3
Ｇ・ルナＺコート,0,2,10,3,11,99,62,98,3,-3,-6,1,5,運気,3,重撃,1,雷耐性,-2,加護,1,,,金火竜の厚鱗,5,金火竜の重殻,3,煌炎の雫,3,真紅蓮石,3
Ｓ・ソルＺコイル,0,1,10,2,11,99,108,150,2,-7,-4,0,4,痛撃,2,達人,1,斬れ味,1,火属性攻撃,6,回復量,-3,銀火竜の重殻,5,火竜の剛翼,3,火竜の天鱗,1,業炎袋,3
Ｓ・ソルＺコート,0,2,10,2,11,99,62,98,3,-6,-3,1,5,痛撃,2,達人,1,貫通弾強化,2,火属性攻撃,5,回復量,-2,銀火竜の重殻,5,火竜の剛翼,3,火竜の天鱗,1,業炎袋,3
リベリオンＸコイル,0,1,10,1,12,99,110,152,3,3,-2,-2,-3,怒,3,増幅,3,攻撃,-3,,,,,蛇王龍の厚鋼皮,5,蛇王龍の厚尾鱗,4,蛇王龍の剛鉤爪,2,凶星の破片,6
ライオットＸコート,0,2,10,1,12,99,64,98,4,4,-1,-1,-2,怒,3,頑強,3,攻撃,-3,,,,,蛇王龍の厚鋼皮,5,蛇王龍の厚尾鱗,4,蛇王龍の剛鉤爪,2,凶星の破片,6
ドラゴンＸスパイン,0,1,10,2,12,99,118,154,-3,2,2,-1,-6,剛撃,1,斬れ味,1,納刀,1,溜め短縮,-3,,,黒龍の重殻,4,黒龍の厚鱗,5,黒龍の剛翼,2,火竜の紅玉,3
ドラゴンＸスケイル,0,2,10,2,12,99,71,100,-2,3,3,0,-5,剛撃,1,納刀,1,溜め短縮,-3,貫通弾強化,1,,,黒龍の重殻,4,黒龍の厚鱗,5,黒龍の剛翼,2,火竜の紅玉,3
ミラルーツスパイン,0,1,10,1,12,99,120,156,-2,2,2,-1,-7,刀匠,1,運気,-3,達人,6,無傷,3,,,祖龍の重殻,3,祖龍の厚白鱗,2,祖龍の剛翼,1,古龍の大宝玉,1
ミラルーツスケイル,0,2,10,1,12,99,72,101,-1,3,3,0,-6,射手,1,運気,-3,達人,6,無傷,3,,,祖龍の重殻,3,祖龍の厚白鱗,2,祖龍の剛翼,1,古龍の大宝玉,1
GXハンターランバー,0,1,10,3,12,99,120,156,0,1,-3,0,0,溜め短縮,6,加護,-3,,,,,,,狩人チケット,1,緑毛獣の豪剛毛,5,奇猿狐の重長骨,5,エルトライト鉱石,8
GXハンタータセット,0,2,10,3,12,99,72,101,1,2,-2,1,1,根性,6,加護,-3,,,,,,,狩人チケット,1,緑毛獣の豪剛毛,5,奇猿狐の重長骨,5,エルトライト鉱石,8
GXグリードランバー,0,1,10,0,12,99,100,151,-5,-5,-5,-5,-5,痛撃,2,剥ぎ取り,4,運気,4,達人,-4,,,強欲チケット,1,血戦の漆黒皮,4,恐暴竜の重尾,3,大長老チケットＳ,3
GXグリードタセット,0,2,10,0,12,99,55,97,-4,-4,-4,-4,-4,痛撃,2,剥ぎ取り,4,運気,4,達人,-4,,,強欲チケット,1,血戦の漆黒皮,4,恐暴竜の重尾,3,大長老チケットＳ,3
GX荒天【羽帯】,0,1,10,0,12,99,88,152,-3,4,0,0,-5,胴系統倍加,1,,,,,,,,,嵐龍チケット,1,巨戟龍の城殻,4,巨戟龍の筋繊翼,3,大長老チケットＳ,3
GX蒼天【羽帯】,0,2,10,0,12,99,47,100,-2,5,0,0,-4,胴系統倍加,1,,,,,,,,,嵐龍チケット,1,巨戟龍の城殻,4,巨戟龍の筋繊翼,3,大長老チケットＳ,3
GXミラバルＺランバー,0,1,10,1,12,99,110,152,2,-1,1,-3,-7,刀匠,2,根性,2,体術,-3,秘伝,3,,,紅龍チケット,1,黒龍の紅焔殻,6,黒龍の紅焔鱗,5,驚異の大爆心,1
GXミラバルＺタセット,0,2,10,1,12,99,64,98,3,0,2,-2,-6,射手,2,根性,2,体術,-3,裏稼業,3,,,紅龍チケット,1,黒龍の紅焔殻,6,黒龍の紅焔鱗,5,驚異の大爆心,1
